percentile,threshold_value,mask_voxels,total_voxels,volume_fraction_percent,skeleton_voxels_slice_wise,skeleton_density_fraction_of_mask,mean_density_in_mask,mean_enhanced_signal_in_mask,mean_enhanced_signal_background,component_count,component_density_per_1e6_voxels,largest_component_voxels,largest_component_fraction_percent_of_mask,top5_component_voxels
86,0.09233368933200836,3312,24576,13.4765625,218,0.06582125603864734,0.3943093419075012,0.43774813413619995,0.07890573889017105,1,40.690104166666664,3312,100.0,[3312]
